Brand,Product Name,Product URL,Image URL,Description,Price,Category
Sisley,Phyto-Teint Ultra Eclat,https://www.notino.co.uk/sisley/phyto-teint-eclat-liquid-foundation/,https://cdn.notinoimg.com/list_2k/sisley/3473311805065_01-o__24.jpg,long-lasting liquid foundation with a brightening effect,51.80,foundation
Avène,Couvrance,https://www.notino.co.uk/avene/couvrance-compact-foundation-for-mixed-and-oily-skin/,https://cdn.notinoimg.com/list_2k/avene/3282770100136_01-o__31.jpg,compact foundation for normal and combination skin,17.20,foundation
Paese,Long Cover Fluid,https://www.notino.co.uk/paese/long-cover-fluid-liquid-foundation/,https://cdn.notinoimg.com/list_2k/paese/5907546502195_01-o__22.jpg,liquid foundation shade 01 Light Beige 30 ml,15.10,foundation
Maybelline,Fit Me!,https://www.notino.co.uk/maybelline/fit-me-liquid-foundation/,https://cdn.notinoimg.com/list_2k/maybelline/3600530746521_01-o__22.jpg,liquid foundation to brighten and smooth the skin,8.80,foundation
Dermacol,24h Control,https://www.notino.co.uk/dermacol/24h-control-liquid-foundation/,https://cdn.notinoimg.com/list_2k/dermacol/85926653_01-o__24.jpg,long-lasting foundation,10.80,foundation
Dermacol,Caviar Long Stay,https://www.notino.co.uk/dermacol/caviar-long-stay-foundation-and-concealer-with-caviar/,https://cdn.notinoimg.com/list_2k/dermacol/85950849_01-o__24.jpg,caviar long-lasting foundation and perfecting concealer,15.40,foundation
Dermacol,Matt Control,https://www.notino.co.uk/dermacol/matt-control-matifying-make-up/,https://cdn.notinoimg.com/list_2k/dermacol/85952065_01-o__23.jpg,mattifying foundation,9.20,foundation
Collistar,Foundation Anti-Age Lifting Foundation,https://www.notino.co.uk/collistar/fondotinta-anti-age-lifting-foundation-foundation-primer-with-lifting-effect-spf-10/,https://cdn.notinoimg.com/list_2k/collistar/8015150133524_01-o__22.jpg,lifting foundation SPF 10,21.00,foundation
RYOR,Decorative Care,https://www.notino.co.uk/ryor/decorative-care-brightening-foundation-8-in-1/,https://cdn.notinoimg.com/list_2k/ryor/8594007970425_01-o__15.jpg,illuminating foundation 8-in-1,8.70,foundation
GUERLAIN,Terracotta Joli Teint Beautifying Foundation,https://www.notino.co.uk/guerlain/terracotta-joli-teint-radiance-toning-cream-spf-20/,https://cdn.notinoimg.com/list_2k/guerlain/3346470417588_01__18.jpg,brightening foundation for a natural look SPF 20,34.70,foundation
Rimmel,Match Perfection,https://www.notino.co.uk/rimmel/match-perfection-liquid-foundation-spf-20/,https://cdn.notinoimg.com/list_2k/rimmel/3614220953984_01-o__15.jpg,liquid foundation SPF 20,4.40,foundation
GUERLAIN,Parure Gold Radiance Powder Foundation,https://www.notino.co.uk/guerlain/parure-gold-powder-foundation-rejuvenating-effect-spf-15/,https://cdn.notinoimg.com/list_2k/guerlain/3346470420281_01__17.jpg,compact powder foundation SPF 15,54.00,foundation
Shiseido,Sun Care UV Protective Compact Foundation,https://www.notino.co.uk/shiseido/sun-foundation-waterproof-compact-make-up-spf-30/,https://cdn.notinoimg.com/list_2k/shiseido/730852111967_01-o__16.jpg,waterproof compact foundation SPF 30,26.90,foundation
Clinique,Beyond Perfecting™ Powder Foundation + Concealer,https://www.notino.co.uk/clinique/beyond-perfecting-powder-foundation-with-concealer-2-in-1/,https://cdn.notinoimg.com/list_2k/clinique/020714756017_01-o__15.jpg,powder foundation with concealer 2-in-1,29.90,foundation
Bobbi Brown,Skin Foundation SPF 15 Long-Wear Even Finish,https://www.notino.co.uk/bobbi-brown/skin-foundation-long-wear-even-finish-long-lasting-foundation-spf-15/,https://cdn.notinoimg.com/list_2k/bobbi-brown/716170097886_01-o__16.jpg,long-lasting foundation SPF 15 shade 02 Sand 30 ml,39.60,foundation
Alcina,Decorative Silky Matt,https://www.notino.co.uk/alcina/decorative-silky-matt-foundation-with-powder-effect/,https://cdn.notinoimg.com/list_2k/alcina/4008666650320_01-o__18.jpg,foundation with powder effect,21.60,foundation
Alcina,Decorative Perfect Cover,https://www.notino.co.uk/alcina/decorative-perfect-cover-foundation-to-unify-the-color-of-skin-tone/,https://cdn.notinoimg.com/list_2k/alcina/4008666650122_01-o__18.jpg,foundation to even out skin tone,21.60,foundation
Estée Lauder,Double Wear Nude Water Fresh,https://www.notino.co.uk/estee-lauder/double-wear-nude-water-fresh-liquid-foundation-spf30/,https://cdn.notinoimg.com/list_2k/estee-lauder/887167332287_01-o__11.jpg,liquid foundation SPF 30 shade 4N2 Spiced Sand 30 ml,37.50,foundation
Sensai,Luminous Sheer,https://www.notino.co.uk/sensai/luminous-sheer-lightening-fluid-make-up-spf-15/,https://cdn.notinoimg.com/list_2k/sensai/luminoussheerfoundationuniverzal-o__2.jpg,illuminating liquid foundation SPF 15,37.80,foundation
Alcina,Age Control,https://www.notino.co.uk/alcina/age-control/,https://cdn.notinoimg.com/list_2k/alcina/4008666650221_01-o__5.jpg,smoothing foundation for youthful look 30 ml,21.60,foundation
Makeup Revolution,Fast Base,https://www.notino.co.uk/makeup-revolution/fast-base-foundation-stick/,https://cdn.notinoimg.com/list_2k/makeup-revolution/5057566029865_01-o__5.jpg,foundation stick,5.30,foundation
By Terry,Éclat Opulent,https://www.notino.co.uk/by-terry/eclat-opulent-radiance-lifting-foundation/,https://cdn.notinoimg.com/list_2k/by-terry/3700076430653_01-o__4.jpg,Radiance Lifting Foundation,80.50,foundation
Collistar,Serum Foundation Perfect Nude,https://www.notino.co.uk/collistar/foundation-perfect-nude-brightening-foundation-for-natural-look-spf-15/,https://cdn.notinoimg.com/list_2k/collistar/8015150134514_01-o__4.jpg,Brightening Foundation for Natural Look SPF 15,25.40,foundation
Shiseido,Future Solution LX Total Radiance Foundation,https://www.notino.co.uk/shiseido/future-solution-lx-rejuvenating-foundation-spf-15/,https://cdn.notinoimg.com/list_2k/shiseido/729238139367_01-o__4.jpg,rejuvenating foundation SPF 15,70.30,foundation
Collistar,Even Finish Foundation+Primer 24h Perfect Skin,https://www.notino.co.uk/collistar/foundation-perfect-skin-foundation-and-makeup-primer-spf-15/,https://cdn.notinoimg.com/list_2k/collistar/8015150133715x_01-o__4.jpg,foundation and primer SPF 15,22.50,foundation
DIOR,Dior Forever Undercover,https://www.notino.co.uk/dior/diorskin-forever-undercover/,https://cdn.notinoimg.com/list_2k/dior/3348901383509xx_01__3.jpg,full coverage foundation 24 h,37.20,foundation
Diego dalla Palma,Makeup Studio,https://www.notino.co.uk/diego-dalla-palma/makeup-studio-long-lasting-foundation-spf-20/,https://cdn.notinoimg.com/list_2k/diego-dalla-palma/makeupstudio_highcoveragefoundation__3.jpg,long-lasting foundation SPF 20,31.70,foundation
L’Oréal Paris,Infaillible 32H Fresh Wear,https://www.notino.co.uk/loreal-paris/infaillible-fresh-wear-24h-long-lasting-liquid-foundation/,https://cdn.notinoimg.com/list_2k/loreal-paris/3600523614516_01-o__3.jpg,long-lasting liquid foundation shade 125 Natural Beige 30 ml,10.60,foundation
Regina,Professional Care,https://www.notino.co.uk/regina/original/,https://cdn.notinoimg.com/list_2k/regina/8595002313361_01-o__3.jpg,foundation with powder effect 40 g,2.90,foundation
Clinique,Even Better™ Refresh Hydrating and Repairing Makeup,https://www.notino.co.uk/clinique/clinique-even-better-refresh-moisturising-smoothing-foundation/,https://cdn.notinoimg.com/list_2k/clinique/20714918309_01-o.jpg,moisturising smoothing foundation,28.80,foundation
DIOR,Capture Dreamskin Moist & Perfect Cushion,https://www.notino.co.uk/dior/dior-dreamskin-moist-perfect-cushion/,https://cdn.notinoimg.com/list_2k/dior/3348901410076_01.jpg,hydrating cushion foundation SPF 50,58.40,foundation
DIOR,Capture Dreamskin Moist & Perfect Cushion,https://www.notino.co.uk/dior/dreamskin-moist-perfect-cushion/,https://cdn.notinoimg.com/list_2k/dior/3348901410168_01.jpg,hydrating cushion foundation refill,30.60,foundation
Eisenberg,Le Maquillage Fond De Teint Correcteur Invisible,https://www.notino.co.uk/eisenberg/le-maquillage-font-de-teint-correcteur-invisible-natural-finish-foundation-spf-25/,https://cdn.notinoimg.com/list_2k/eisenberg/3259550308990_01-o.jpg,natural finish foundation SPF 25,33.20,foundation
Perricone MD,No Makeup Foundation Serum,https://www.notino.co.uk/perricone-md/no-makeup-foundation-serum-lightweight-foundation-for-natural-look/,https://cdn.notinoimg.com/list_2k/perricone-md/651473708766_01-o.jpg,lightweight foundation for a natural look,50.10,foundation
Korres,Black Pine,https://www.notino.co.uk/korres/black-pine-illuminating-liquid-foundation-with-firming-effect/,https://cdn.notinoimg.com/list_2k/korres/5203069080586_11-o.jpg,illuminating liquid foundation with firming effect,32.30,foundation
By Terry,Terrybly Densiliss,https://www.notino.co.uk/by-terry/terrybly-densiliss-creamy-foundation-with-anti-ageing-effect/,https://cdn.notinoimg.com/list_2k/by-terry/3700076435856_01-o.jpg,creamy foundation with anti-ageing effect shade 6 - Light Amber 30 ml,63.70,foundation
Lumene,Matte Oil-Control,https://www.notino.co.uk/lumene/matte-oil-control-foundation-liquid-foundation-for-oily-and-combination-skin/,https://cdn.notinoimg.com/list_2k/lumene/6412600835106_01-o.jpg,liquid foundation for oily and combination skin,12.80,foundation
Revolution PRO,CC Perfecting,https://www.notino.co.uk/revolution-pro/cc-perfecting-moisturising-smoothing-foundation-spf-30/,https://cdn.notinoimg.com/list_2k/revolution-pro/5057566198462_01-o.jpg,moisturising smoothing foundation SPF 30 shade F1 26 ml,10.50,foundation
Bobbi Brown,Skin Long-Wear Weightless Foundation,https://www.notino.co.uk/bobbi-brown/skin-long-wear-weightless-foundation-long-lasting-foundation-spf-15/,https://cdn.notinoimg.com/list_2k/bobbi-brown/716170183992_01-o.jpg,long-lasting foundation SPF 15,38.00,foundation
Smashbox,Studio Skin Full Coverage 24 Hour Foundation,https://www.notino.co.uk/smashbox/studio-skin-full-coverage-24-hour-foundation-full-coverage-foundation/,https://cdn.notinoimg.com/list_2k/smashbox/607710078284_01-o.jpg,full coverage foundation,27.30,foundation
Collistar,Unico Foundation,https://www.notino.co.uk/collistar/unico-foundation-rejuvenating-foundation-spf-15/,https://cdn.notinoimg.com/list_2k/collistar/8015150135801_01-o.jpg,rejuvenating foundation SPF 15,26.50,foundation
Max Factor,Miracle Second Skin,https://www.notino.co.uk/max-factor/miracle-second-skin-hydrating-cream-foundation-spf-20/,https://cdn.notinoimg.com/list_2k/max-factor/3614229764840_01.jpg,hydrating cream foundation SPF 20,5.50,foundation
Rimmel,Lasting Matte,https://www.notino.co.uk/rimmel/lasting-matte-mattifying-foundation/,https://cdn.notinoimg.com/list_2k/rimmel/3614227709713_01-o.jpg,mattifying foundation,5.60,foundation
Oriflame,Giordani Gold Age Defying,https://www.notino.co.uk/oriflame/giordani-gold-rejuvenating-foundation-for-women/,https://cdn.notinoimg.com/list_2k/oriflame/2800018473180_01-o.jpg,rejuvenating foundation for women,14.50,foundation
Shiseido,Synchro Skin Radiant Lifting Foundation,https://www.notino.co.uk/shiseido/synchro-skin-radiant-lifting-foundation-radiance-lifting-foundation-spf-30/,https://cdn.notinoimg.com/list_2k/shiseido/730852167346_01.jpg,radiance lifting foundation SPF 30,37.90,foundation
Physicians Formula,The Healthy,https://www.notino.co.uk/physicians-formula/the-healthy-illuminating-creamy-foundation-spf-20/,https://cdn.notinoimg.com/list_2k/physicians-formula/044386116498_01-o.jpg,illuminating creamy foundation SPF 20,10.60,foundation
Yves Saint Laurent,Touche Éclat Le Teint,https://www.notino.co.uk/yves-saint-laurent/touche-eclat-le-teint/,https://cdn.notinoimg.com/list_2k/yves-saint-laurent/3614273070713_01-o.jpg,long-lasting illuminating foundation with SPF 22,43.60,foundation
Lancôme,Teint Idole Ultra Wear Stick,https://www.notino.co.uk/lancome/teint-idole-ultra-wear-stick-foundation-stick-with-applicator/,https://cdn.notinoimg.com/list_2k/lancome/3614272827912_01-o.jpg,foundation stick with applicator,31.00,foundation
DIOR,Dior Forever Natural Nude,https://www.notino.co.uk/dior/dior-forever-natural-nude-natural-finish-foundation/,https://cdn.notinoimg.com/list_2k/dior/3348901525992_01.jpg,Longwear foundation - 96% natural-origin ingredients,38.90,foundation
Bobbi Brown,Mini Skin Long-Wear Weightless Foundation,https://www.notino.co.uk/bobbi-brown/modern-symphony-eye-shadow-palette-long-lasting-foundation-spf-15/,https://cdn.notinoimg.com/list_2k/bobbi-brown/716170264141_01-o.jpg,long-lasting foundation SPF 15,21.70,foundation
MAC Cosmetics,Studio Radiance Face and Body Radiant Sheer Foundation,https://www.notino.co.uk/mac-cosmetics/studio-radiance-face-and-body-radiant-sheer-foundation-light-makeup-for-face-and-body/,https://cdn.notinoimg.com/list_2k/mac/773602610501_01-o.jpg,lightweight foundation for face and body,30.40,foundation
Parisax,Professional,https://www.notino.co.uk/parisax/professional-mattifying-foundation/,https://cdn.notinoimg.com/list_2k/parisax/3700155357963_01-o.jpg,mattifying foundation shade Terre de Soleil 30 ml,12.80,foundation
Barry M,Fresh Face,https://www.notino.co.uk/barry-m/fresh-face-liquid-foundation/,https://cdn.notinoimg.com/list_2k/barry-m/5019301001888_01-o.jpg,liquid foundation,9.70,foundation
Nudestix,Tinted Cover,https://www.notino.co.uk/nudestix/tinted-cover-light-foundation-with-brightening-effect-for-natural-look/,https://cdn.notinoimg.com/list_2k/nudestix/839174001816_01-o.jpg,light illuminating foundation for a natural look,31.70,foundation
Yves Saint Laurent,Touche Éclat High Cover,https://www.notino.co.uk/yves-saint-laurent/touche-eclat-high-cover-long-lasting-foundation/,https://cdn.notinoimg.com/list_2k/yves-saint-laurent/3614273070867_01-o.jpg,long-lasting foundation,35.00,foundation
GA-DE,Longevity,https://www.notino.co.uk/ga-de/longevity-full-coverage-foundation/,https://cdn.notinoimg.com/list_2k/ga-de/7290110454999_01-o.jpg,full coverage foundation,17.70,foundation
Lily Lolo,Mineral Foundation,https://www.notino.co.uk/lily-lolo/mineral-foundation-mineral-powder-foundation/,https://cdn.notinoimg.com/list_2k/lily-lolo/5060198290008_01.jpg,mineral powder foundation,8.70,foundation
Lily Lolo,Cream Foundation,https://www.notino.co.uk/lily-lolo/cream-foundation-cream-foundation/,https://cdn.notinoimg.com/list_2k/lily-lolo/5060198296246_01.jpg,cream foundation,9.40,foundation
Astra Make-up,Transformist,https://www.notino.co.uk/astra-make-up/transformista-long-lasting-foundation/,https://cdn.notinoimg.com/list_2k/astra_make_up/8057018240500_01-o.jpg,long-lasting foundation,6.00,foundation
Lorac,PRO Soft Focus,https://www.notino.co.uk/lorac/pro-soft-focus-long-lasting-foundation-with-matte-effect/,https://cdn.notinoimg.com/list_2k/lorac/0691631101343_01-o.jpg,long-lasting foundation with matt effect,23.00,foundation
Estée Lauder,Double Wear Sheer Long-Wear Makeup SPF 20,https://www.notino.co.uk/estee-lauder/multi-protection-anti-oxidant-sheer-tint-release-moisturizer-light-matissime-foundation-spf-20/,https://cdn.notinoimg.com/list_2k/estee-lauder/887167533158_01-o.jpg,light mattifying foundation SPF 20,35.60,foundation
Physicians Formula,Butter Believe It!,https://www.notino.co.uk/physicians-formula/butter-believe-it-2in1-cream-concealer-and-foundation/,https://cdn.notinoimg.com/list_2k/physicians-formula/0044386117563_01-o.jpg,2-in-1 cream concealer and foundation,11.10,foundation
Note Cosmetique,BB Cream,https://www.notino.co.uk/note-cosmetique/bb-cream-moisturising-bb-cream/,https://cdn.notinoimg.com/list_2k/note-cosmetics/3701365719138_01-o.jpg,moisturising BB cream,11.50,foundation
Note Cosmetique,Detox and Protect Foundation,https://www.notino.co.uk/note-cosmetique/detox-and-protect-foundation-matte-liquid-foundation/,https://cdn.notinoimg.com/list_2k/note-cosmetics/3760237853226_01-o.jpg,matt liquid foundation,13.50,foundation
Bobbi Brown,Skin Weightless Powder Foundation,https://www.notino.co.uk/bobbi-brown/skin-weightless-powder-foundation-powder-foundation/,https://cdn.notinoimg.com/list_2k/bobbi-brown/716170271378_01-o.jpg,powder foundation,50.40,foundation
Eveline Cosmetics,Wonder Match,https://www.notino.co.uk/eveline-cosmetics/wonder-match-long-lasting-liquid-foundation-with-hyaluronic-acid/,https://cdn.notinoimg.com/list_2k/eveline-cosmetics/5903416017738_01-o.jpg,long-lasting liquid foundation with hyaluronic acid,10.40,foundation
Shiseido,Synchro Skin Self-Refreshing Foundation,https://www.notino.co.uk/shiseido/synchro-skin-self-refreshing-foundation-hydrating-foundation-spf-20/,https://cdn.notinoimg.com/list_2k/shiseido/730852171282_01.jpg,hydrating foundation SPF 20,32.60,foundation
Note Cosmetique,Mattifying Extreme Wear Foundation,https://www.notino.co.uk/note-cosmetique/mattifying-extreme-wear-foundation-mattifying-foundation/,https://cdn.notinoimg.com/list_2k/note-cosmetics/3760237853448_01-o.jpg,mattifying foundation,13.50,foundation
Dermacol,Collagen,https://www.notino.co.uk/dermacol/collagen-moisturising-smoothing-foundation/,https://cdn.notinoimg.com/list_2k/dermacol/85972926_01-o.jpg,moisturising smoothing foundation,10.20,foundation
Dermacol,24h Control,https://www.notino.co.uk/dermacol/24h-control-compact-powder-and-foundation-2-in-1/,https://cdn.notinoimg.com/list_2k/dermacol/85972834_01-o.jpg,2-in-1 compact powder and foundation,9.20,foundation
Max Factor,Miracle Pure Skin,https://www.notino.co.uk/max-factor/rise-shine-long-lasting-foundation-spf-30/,https://cdn.notinoimg.com/list_2k/max-factor/3616302638727_01-o.jpg,long-lasting foundation SPF 30,7.70,foundation
Diego dalla Palma,Stay On Me No Transfer Long Lasting,https://www.notino.co.uk/diego-dalla-palma/stay-on-me-no-transfer-long-lasting-long-lasting-foundation-for-natural-look/,https://cdn.notinoimg.com/list_2k/diego-dalla-palma/8017834880953_01-o.jpg,long-lasting foundation for a natural look,22.00,foundation
